,stockNumber,year,make,model,body,trim,features,exteriorColor,vehicleSize,types
2605,21027814,2016,Honda,Accord,4D Sedan,EX-L,"['CD Audio', 'Power Locks', 'Automated Cruise Control', 'Leather Seats', 'Automatic Transmission', 'Auxiliary Audio Input', 'Power Mirrors', 'Alloy Wheels', 'Traction Control', 'Rear View Camera', 'Navigation System', 'Power Windows', 'Smart Key', 'ABS Brakes', 'Front Seat Heaters', 'Overhead Airbags', 'Remote Start', 'AM/FM Stereo', 'Lane Departure Warning', 'Sunroof(s)', 'Memory Seat(s)', 'Air Conditioning', 'Side Airbags', 'Rear Defroster', 'Power Seat(s)', 'Satellite Radio Ready', 'Bluetooth Technology', 'SiriusXM Trial Available']",Gray,Mid-size,['Sedans']
2606,21588848,2017,GMC,Canyon,4D Crew Cab,SLT,"['Alloy Wheels', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Tow Hitch', 'Front Seat Heaters', '4WD/AWD', 'Power Seat(s)', 'Rear Defroster', 'Remote Start', 'ABS Brakes', 'Cruise Control', 'Rear View Camera', 'Traction Control', 'Bluetooth Technology', 'Running Boards', 'Side Airbags', 'AM/FM Stereo', 'SiriusXM Trial Available', 'Apple CarPlay', 'Android Auto', 'Air Conditioning', 'Leather Seats', 'Automatic Transmission', 'Auxiliary Audio Input', 'Overhead Airbags', 'Satellite Radio Ready']",Gray,Compact,['Pickup Trucks']
2607,21426313,2020,Lexus,RX 350,4D Sport Utility,F-Sport,"['Power Locks', 'Power Windows', 'Rear Defroster', 'Automatic Transmission', 'Front Seat Heaters', 'Rear View Camera', 'Traction Control', 'Auxiliary Audio Input', 'AM/FM Stereo', 'Leatherette Seats', 'Bluetooth Technology', 'CD Audio', 'Alloy Wheels', 'Side Airbags', 'Power Hatch/Deck Lid', '20 Inch Plus Wheels', 'Apple CarPlay', 'ABS Brakes', 'Lane Departure Warning', '4WD/AWD', 'Air Conditioning', 'Blind Spot Monitor', 'Navigation System', 'Automated Cruise Control', 'Power Seat(s)', 'Parking Sensors', 'Android Auto', 'A/C Seat(s)', 'Smart Key', 'Memory Seat(s)', 'Overhead Airbags', 'Power Mirrors', 'SiriusXM Trial Available']",Silver,Mid-size,"['Crossovers', 'Luxury Vehicles', 'Sport Utilities']"
2608,21641020,2018,Nissan,Murano,4D Sport Utility,S,"['Power Locks', 'Cloth Seats', '4WD/AWD', 'Rear Defroster', 'Air Conditioning', 'Power Mirrors', 'CD Audio', 'Bluetooth Technology', 'Power Windows', 'Automatic Transmission', 'Side Airbags', 'Cruise Control', 'Satellite Radio Ready', 'Apple CarPlay', 'AM/FM Stereo', 'Rear View Camera', 'Traction Control', 'ABS Brakes', 'Auxiliary Audio Input', 'Smart Key', 'Android Auto', 'Alloy Wheels', 'Navigation System', 'Overhead Airbags', 'SiriusXM Trial Available']",Gray,Mid-size,"['Crossovers', 'Sport Utilities', 'Wagons']"
2609,21270279,2017,Mini,Cooper Clubman,4D Hatchback,S,"['Power Windows', 'AM/FM Stereo', 'Turbo Charged Engine', 'Premium Package', 'ABS Brakes', 'Power Mirrors', 'Alloy Wheels', 'Front Seat Heaters', 'Power Locks', 'Overhead Airbags', 'Satellite Radio Ready', 'Side Airbags', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Traction Control', 'Leatherette Seats', 'Automatic Transmission', 'Cruise Control', 'Smart Key', 'Air Conditioning', 'Run Flat Tires', 'Rear Defroster', 'Parking Sensors', 'SiriusXM Trial Available']",Red,,['Sedans']
2610,21312578,2020,Ford,Fusion,4D Sedan,SEL,"['Rear Defroster', 'Power Mirrors', 'Memory Seat(s)', 'Side Airbags', 'Bluetooth Technology', 'Turbo Charged Engine', 'Remote Start', 'AM/FM Stereo', 'Blind Spot Monitor', 'Satellite Radio Ready', 'Lane Departure Warning', 'Power Locks', 'ABS Brakes', 'Power Windows', 'Cruise Control', 'Air Conditioning', 'Automatic Transmission', 'Rear View Camera', 'Overhead Airbags', 'Sync System', 'Auxiliary Audio Input', 'Android Auto', 'Smart Key', 'Leatherette Seats', 'Power Seat(s)', 'Apple CarPlay', 'Front Seat Heaters', 'Parking Sensors', 'Alloy Wheels', 'Traction Control', 'SiriusXM Trial Available']",Silver,Mid-size,['Sedans']
2611,21634909,2016,Ford,F150,4D Extended Cab,XLT,"['Power Locks', 'ABS Brakes', 'Bluetooth Technology', 'Auxiliary Audio Input', 'Rear View Camera', 'Cloth Seats', 'AM/FM Stereo', 'Sync System', 'Overhead Airbags', 'CD Audio', 'Cruise Control', 'Traction Control', 'Turbo Charged Engine', 'Automatic Transmission', '20 Inch Plus Wheels', 'Alloy Wheels', 'Tow Hitch', 'Running Boards', 'Air Conditioning', 'Power Seat(s)', 'Rear Defroster', 'Bed Cover', 'Side Airbags', 'Power Windows', 'Power Mirrors', 'SiriusXM Trial Available']",Blue,Full-size,['Pickup Trucks']
2612,21363248,2019,Mazda,Mazda3,4D Sedan,Select,"['Alloy Wheels', 'Android Auto', 'Bluetooth Technology', 'Rear Defroster', 'Traction Control', 'Lane Departure Warning', 'Overhead Airbags', 'Apple CarPlay', 'Power Mirrors', 'Smart Key', 'ABS Brakes', 'Power Windows', 'Automatic Transmission', 'Side Airbags', 'Blind Spot Monitor', 'Air Conditioning', 'Navigation System', 'Auxiliary Audio Input', 'Automated Cruise Control', 'AM/FM Stereo', 'Leatherette Seats', 'Power Locks', 'Rear View Camera']",Red,Compact,['Sedans']
2613,21317935,2018,Cadillac,ATS,4D Sedan,Luxury,"['Traction Control', 'AM/FM Stereo', 'Rear Defroster', 'Leather Seats', 'Run Flat Tires', 'Auxiliary Audio Input', 'Navigation System', 'Front Seat Heaters', 'Power Seat(s)', 'Side Airbags', 'Remote Start', 'Automatic Transmission', 'Alloy Wheels', 'Satellite Radio Ready', 'Smart Key', 'Apple CarPlay', 'Android Auto', 'Overhead Airbags', 'Power Windows', 'Air Conditioning', 'Cruise Control', 'Turbo Charged Engine', 'Parking Sensors', 'Power Mirrors', 'ABS Brakes', 'Heated Steering Wheel', 'Rear View Camera', 'Blind Spot Monitor', 'Sunroof(s)', 'Bluetooth Technology', 'Rear Spoiler', 'Power Locks', 'Memory Seat(s)', 'SiriusXM Trial Available', 'Premium Sound']",White,Mid-size,"['Luxury Vehicles', 'Sedans']"
2614,21603664,2019,Toyota,Camry,4D Sedan,SE,"['Leatherette & Cloth', 'Air Conditioning', 'Automated Cruise Control', 'Alloy Wheels', 'Power Locks', 'Entune', 'Rear Defroster', 'Auxiliary Audio Input', 'AM/FM Stereo', 'Smart Key', 'Rear Spoiler', 'Power Mirrors', 'Side Airbags', 'Power Seat(s)', 'Power Windows', 'Traction Control', 'Automatic Transmission', 'Rear View Camera', 'Lane Departure Warning', 'Overhead Airbags', 'ABS Brakes', 'Bluetooth Technology']",Silver,Mid-size,['Sedans']
2615,21313316,2020,Ford,Fusion,4D Sedan,SEL,"['Sunroof(s)', 'Power Locks', 'Rear Defroster', 'ABS Brakes', 'Auxiliary Audio Input', 'Memory Seat(s)', 'Power Seat(s)', 'Turbo Charged Engine', 'Navigation System', 'Alloy Wheels', 'Automatic Transmission', 'Power Mirrors', 'Overhead Airbags', 'Power Windows', 'Front Seat Heaters', 'Lane Departure Warning', 'Side Airbags', 'Apple CarPlay', 'Bluetooth Technology', 'Blind Spot Monitor', 'Remote Start', 'Smart Key', 'Satellite Radio Ready', 'Android Auto', 'Rear View Camera', 'Traction Control', 'Air Conditioning', 'Sync System', 'AM/FM Stereo', 'Parking Sensors', 'SiriusXM Trial Available', 'Automated Cruise Control', 'Leatherette Seats']",Gray,Mid-size,['Sedans']
2616,21181826,2017,Jeep,Compass,4D Sport Utility,Sport,"['Power Locks', 'Automatic Transmission', 'AM/FM Stereo', 'Cruise Control', 'Power Mirrors', 'Side Airbags', 'ABS Brakes', 'Bluetooth Technology', 'Overhead Airbags', 'Traction Control', 'Air Conditioning', 'Auxiliary Audio Input', 'Cloth Seats', 'Satellite Radio Ready', 'Power Windows', 'Alloy Wheels', 'CD Audio', 'Rear Defroster', 'SiriusXM Trial Available']",White,Compact,"['Crossovers', 'Sport Utilities']"
2617,21149138,2020,Nissan,Frontier,4D Crew Cab,SV,"['Power Windows', 'AM/FM Stereo', 'Power Locks', 'Air Conditioning', 'Side Airbags', 'Alloy Wheels', 'Front Seat Heaters', 'Automatic Transmission', 'Tow Hitch', 'Rear View Camera', 'Bluetooth Technology', 'Traction Control', 'Auxiliary Audio Input', 'Cloth Seats', 'ABS Brakes', 'Overhead Airbags', 'Cruise Control', 'Power Mirrors', 'Bed Cover']",Gray,Compact,['Pickup Trucks']
2618,21674380,2017,Honda,Ridgeline,4D Crew Cab,RTL-T,"['Power Locks', 'Auxiliary Audio Input', 'Cruise Control', 'Power Seat(s)', 'Automatic Transmission', 'Power Windows', 'Power Mirrors', 'Air Conditioning', 'Navigation System', 'AM/FM Stereo', 'Traction Control', 'Front Seat Heaters', 'Satellite Radio Ready', 'Tow Hitch', 'Leather Seats', 'Side Airbags', 'Smart Key', 'Alloy Wheels', 'Overhead Airbags', 'Rear View Camera', 'Bluetooth Technology', 'Remote Start', 'Android Auto', 'Apple CarPlay', 'ABS Brakes', '4WD/AWD', 'Rear Defroster', 'SiriusXM Trial Available']",Blue,Mid-size,['Pickup Trucks']
2619,21603360,2016,Honda,Civic,4D Sedan,Touring,"['Power Locks', 'Sunroof(s)', 'Air Conditioning', 'Leather Seats', 'Power Seat(s)', 'Automatic Transmission', 'Power Mirrors', 'Power Windows', 'ABS Brakes', 'Side Airbags', 'AM/FM Stereo', 'Automated Cruise Control', 'Lane Departure Warning', 'Smart Key', 'Bluetooth Technology', 'Remote Start', 'Turbo Charged Engine', 'Alloy Wheels', 'Rear Defroster', 'Front Seat Heaters', 'Traction Control', 'Navigation System', 'Rear Seat Heaters', 'Satellite Radio Ready', 'Overhead Airbags', 'Rear View Camera', 'Auxiliary Audio Input', 'SiriusXM Trial Available']",Black,Compact,['Sedans']
2620,20637744,2017,Chevrolet,Traverse,4D Sport Utility,LT,"['Front Seat Heaters', '4WD/AWD', 'Power Windows', 'Power Locks', 'AM/FM Stereo', 'Satellite Radio Ready', 'Rear Air Conditioning', 'Tow Hitch', 'Auxiliary Audio Input', 'Rear Defroster', 'Remote Start', 'Overhead Airbags', 'Air Conditioning', 'Cloth Seats', 'Power Mirrors', 'Alloy Wheels', 'Fold-Away Third Row', 'Traction Control', 'Cruise Control', 'Parking Sensors', 'CD Audio', 'Automatic Transmission', 'ABS Brakes', 'Side Airbags', 'Power Seat(s)', 'Rear View Camera', 'Bluetooth Technology', 'Third Row Seat', 'SiriusXM Trial Available']",Black,Mid-size,['Sport Utilities']
2621,21508515,2020,Honda,CR-V,4D Sport Utility,EX,"['Power Locks', 'Sunroof(s)', 'AM/FM Stereo', 'Cloth Seats', 'Power Seat(s)', 'Turbo Charged Engine', 'Alloy Wheels', 'Bluetooth Technology', 'Traction Control', 'Side Airbags', 'Apple CarPlay', 'Power Windows', 'Remote Start', 'Automatic Transmission', 'Satellite Radio Ready', 'Front Seat Heaters', 'Auxiliary Audio Input', 'Rear View Camera', 'Android Auto', 'Smart Key', 'Lane Departure Warning', 'Overhead Airbags', 'Blind Spot Monitor', 'Air Conditioning', 'Rear Defroster', 'Automated Cruise Control', 'Power Mirrors', 'ABS Brakes', 'SiriusXM Trial Available']",Gray,Compact,"['Crossovers', 'Sport Utilities']"
2622,21304070,2017,Ford,Escape,4D Sport Utility,Titanium,"['Cruise Control', 'Alloy Wheels', 'Satellite Radio Ready', 'Power Windows', 'Air Conditioning', 'Turbo Charged Engine', '4WD/AWD', 'Traction Control', 'Power Hatch/Deck Lid', 'Auxiliary Audio Input', 'Overhead Airbags', 'Power Locks', 'Sync System', 'Rear View Camera', 'Blind Spot Monitor', 'Automated Parking', 'Power Mirrors', 'Parking Sensors', 'Side Airbags', 'Technology Package', 'CD Audio', 'Panoramic Sunroof', 'Smart Key', 'Leather Seats', 'Navigation System', 'Rear Defroster', 'Android Auto', 'Bluetooth Technology', 'Remote Start', 'AM/FM Stereo', 'ABS Brakes', 'Front Seat Heaters', 'Power Seat(s)', 'Memory Seat(s)', 'Automatic Transmission', 'Lane Departure Warning', 'SiriusXM Trial Available', 'Premium Sound', 'Sunroof(s)']",Red,Compact,"['Crossovers', 'Sport Utilities']"
2623,21166242,2017,Fiat,124 Spider,2D Convertible,Lusso,"['Power Locks', 'Front Seat Heaters', 'ABS Brakes', 'Leather Seats', 'Power Mirrors', 'Smart Key', 'Premium Package', 'Automatic Transmission', 'Alloy Wheels', 'Bluetooth Technology', 'Auxiliary Audio Input', 'AM/FM Stereo', 'Navigation System', 'Blind Spot Monitor', 'Air Conditioning', 'Turbo Charged Engine', 'Traction Control', 'Satellite Radio Ready', 'Cruise Control', 'Side Airbags', 'Rear View Camera', 'Soft Top', 'Parking Sensors', 'Power Windows', 'SiriusXM Trial Available', 'Premium Sound']",White,,"['Convertibles', 'Sports Cars']"
2624,21220003,2020,Nissan,Rogue,4D Sport Utility,S,"['SiriusXM Trial Available', 'Power Locks', 'Bluetooth Technology', 'Cruise Control', 'ABS Brakes', 'Power Windows', 'Overhead Airbags', 'Blind Spot Monitor', 'CD Audio', 'Automatic Transmission', 'Auxiliary Audio Input', 'Air Conditioning', 'Lane Departure Warning', 'Apple CarPlay', 'Power Mirrors', 'Rear Defroster', 'Android Auto', 'Traction Control', 'Satellite Radio Ready', 'Cloth Seats', 'Side Airbags', 'AM/FM Stereo']",Blue,Compact,"['Crossovers', 'Sport Utilities']"
2625,21544981,2020,Honda,Accord,4D Sedan,Sport,"['Power Locks', 'Power Windows', 'AM/FM Stereo', 'Rear Defroster', 'Automated Cruise Control', 'Air Conditioning', 'Automatic Transmission', 'Power Mirrors', 'Overhead Airbags', 'Alloy Wheels', 'Lane Departure Warning', 'Leatherette & Cloth', 'Traction Control', 'Turbo Charged Engine', 'ABS Brakes', 'Power Seat(s)', 'Cloth Seats', 'Rear View Camera', 'Rear Spoiler', 'Bluetooth Technology', 'Android Auto', 'Apple CarPlay', 'Auxiliary Audio Input', 'Side Airbags']",Red,Mid-size,['Sedans']
2626,20707168,2015,Kia,Optima,4D Sedan,LX,"['Power Locks', 'Auxiliary Audio Input', 'Power Windows', 'Rear Defroster', 'Cruise Control', 'Air Conditioning', 'Side Airbags', 'Cloth Seats', 'Satellite Radio Ready', 'AM/FM Stereo', 'ABS Brakes', 'Overhead Airbags', 'CD Audio', 'Traction Control', 'Bluetooth Technology', 'Power Mirrors', 'Alloy Wheels', 'Automatic Transmission', 'Rear View Camera', 'SiriusXM Trial Available', 'Power Seat(s)']",Black,Mid-size,['Sedans']
2627,21312200,2020,Honda,Civic,4D Sedan,Sport,"['Air Conditioning', 'AM/FM Stereo', 'Power Locks', 'Smart Key', 'Side Airbags', 'Apple CarPlay', 'Bluetooth Technology', 'ABS Brakes', 'Lane Departure Warning', 'Power Windows', 'Rear Spoiler', 'Rear Defroster', 'Automated Cruise Control', 'Rear View Camera', 'Overhead Airbags', 'Traction Control', 'Power Mirrors', 'Auxiliary Audio Input', 'Alloy Wheels', 'Turbo Charged Engine', 'Android Auto', 'Automatic Transmission', 'Cloth Seats', 'Remote Start']",Black,Compact,['Sedans']
2628,21479798,2015,Ford,Escape,4D Sport Utility,Titanium,"['Cruise Control', 'Power Seat(s)', 'Full Roof Rack', 'Power Mirrors', 'Panoramic Sunroof', 'Rear Defroster', 'Rear View Camera', 'Satellite Radio Ready', 'Front Seat Heaters', 'Power Locks', 'Side Airbags', 'Power Windows', 'Automatic Transmission', 'Turbo Charged Engine', 'Traction Control', 'Power Hatch/Deck Lid', '4WD/AWD', 'Parking Sensors', 'Alloy Wheels', 'Memory Seat(s)', 'Remote Start', 'Leather Seats', 'AM/FM Stereo', 'Bluetooth Technology', 'Overhead Airbags', 'CD Audio', 'Sync System', 'Air Conditioning', 'Smart Key', 'Auxiliary Audio Input', 'ABS Brakes', 'SiriusXM Trial Available', 'Premium Sound', 'Sunroof(s)']",Silver,Compact,['Sport Utilities']
2629,21390400,2019,Kia,Soul,4D Wagon,!,"['Power Windows', 'Panoramic Sunroof', 'Automatic Transmission', 'Auxiliary Audio Input', 'Power Locks', 'AM/FM Stereo', 'ABS Brakes', 'Satellite Radio Ready', 'Front Seat Heaters', 'Overhead Airbags', 'Navigation System', 'Blind Spot Monitor', 'Leatherette & Cloth', 'Rear View Camera', 'Android Auto', 'Air Conditioning', 'Technology Package', 'Smart Key', 'Side Airbags', 'Cruise Control', 'Turbo Charged Engine', 'Traction Control', 'Alloy Wheels', 'Heated Steering Wheel', 'Bluetooth Technology', 'Rear Seat Heaters', 'Power Mirrors', 'Rear Defroster', 'Power Seat(s)', 'Apple CarPlay', 'SiriusXM Trial Available', 'Premium Sound', 'Sunroof(s)']",Black,Compact,"['Sport Utilities', 'Wagons']"
2630,21251897,2016,Kia,Sedona,4D Pass Ext Van,LX,"['CD Audio', 'Power Windows', 'AM/FM Stereo', 'ABS Brakes', 'Cloth Seats', 'Third Row Seat', 'Automatic Transmission', 'Fold-Away Third Row', 'Auxiliary Audio Input', 'Traction Control', 'Air Conditioning', 'Rear Air Conditioning', 'Power Locks', 'Rear Defroster', 'Power Seat(s)', 'Rear View Camera', 'Overhead Airbags', 'Power Mirrors', 'Satellite Radio Ready', 'Alloy Wheels', 'Bluetooth Technology', 'Side Airbags', 'Cruise Control', 'SiriusXM Trial Available']",Gray,Mid-size,['Minivans and Vans']
2631,21309533,2019,Toyota,Highlander,4D Sport Utility,XLE,"['Auxiliary Audio Input', 'CD Audio', 'Automated Cruise Control', 'ABS Brakes', 'Third Row Seat', 'Automatic Transmission', 'Power Windows', 'Fold-Away Third Row', 'Power Seat(s)', '4WD/AWD', 'Power Mirrors', 'Navigation System', 'Rear View Camera', 'Leather Seats', 'Power Locks', 'Entune', 'Air Conditioning', 'Sunroof(s)', 'Side Airbags', 'Blind Spot Monitor', 'Traction Control', 'Lane Departure Warning', 'Rear Air Conditioning', 'Overhead Airbags', 'Quad Seats', 'Smart Key', 'Bluetooth Technology', 'Power Hatch/Deck Lid', 'Front Seat Heaters', 'Rear Sunshade', 'Rear Defroster', 'AM/FM Stereo', 'Alloy Wheels', 'Satellite Radio Ready', 'SiriusXM Trial Available']",White,Mid-size,"['Crossovers', 'Sport Utilities']"
2632,21430161,2019,Ford,Ranger,4D Crew Cab,XL,"['Power Locks', 'Auxiliary Audio Input', '4WD/AWD', 'Traction Control', 'Bluetooth Technology', 'Rear View Camera', 'AM/FM Stereo', 'Overhead Airbags', 'Cruise Control', 'Power Mirrors', 'STX Package', 'Cloth Seats', 'Turbo Charged Engine', 'Automatic Transmission', 'Alloy Wheels', 'Sync System', 'Side Airbags', 'ABS Brakes', 'Air Conditioning', 'Power Windows']",Gray,Compact,['Pickup Trucks']
2633,21312759,2018,Ford,Edge,4D Sport Utility,SE,"['Rear Defroster', 'Cruise Control', 'AM/FM Stereo', 'Cloth Seats', 'Power Windows', 'Sync System', 'Bluetooth Technology', 'Traction Control', 'Automatic Transmission', 'Rear View Camera', 'Air Conditioning', 'Turbo Charged Engine', 'Power Locks', 'Side Airbags', 'Overhead Airbags', 'Auxiliary Audio Input', 'CD Audio', 'Smart Key', 'ABS Brakes', 'Alloy Wheels', 'Power Mirrors', 'Satellite Radio Ready']",Gray,Mid-size,"['Crossovers', 'Sport Utilities']"
2634,21288766,2018,Jaguar,F-Pace,4D Sport Utility,R-Sport,"['Power Windows', 'Heated Steering Wheel', 'Automatic Transmission', 'Bluetooth Technology', 'Front Seat Heaters', 'Tow Hitch', 'Rear Seat Heaters', 'Memory Seat(s)', 'Lane Departure Warning', 'Overhead Airbags', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Parking Sensors', '4WD/AWD', 'Smart Key', 'Apple CarPlay', 'Blind Spot Monitor', 'Power Locks', 'Panoramic Sunroof', 'Power Mirrors', 'Power Seat(s)', 'A/C Seat(s)', 'Rear View Camera', 'Automated Cruise Control', 'Alloy Wheels', 'Traction Control', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Satellite Radio Ready', 'ABS Brakes', '20 Inch Plus Wheels', 'Side Airbags', 'Air Conditioning', 'Navigation System', 'Turbo Charged Engine', 'Leather Seats', 'SiriusXM Trial Available', 'Premium Sound', 'Sunroof(s)']",Gray,Mid-size,['Sport Utilities']
2635,21426109,2016,Hyundai,Santa Fe Sport,4D Sport Utility,2.0T,"['Power Windows', 'Panoramic Sunroof', 'Power Locks', 'Auxiliary Audio Input', 'Rear Defroster', 'Air Conditioning', 'Cruise Control', 'AM/FM Stereo', 'CD Audio', 'ABS Brakes', 'Leather Seats', 'Power Mirrors', 'Tow Hitch', 'Power Seat(s)', 'Alloy Wheels', 'Satellite Radio Ready', 'Memory Seat(s)', 'Full Roof Rack', 'Front Seat Heaters', 'Rear Seat Heaters', 'Side Airbags', 'Traction Control', 'Navigation System', 'Turbo Charged Engine', 'Rear View Camera', 'Power Hatch/Deck Lid', 'Rear Sunshade', 'A/C Seat(s)', 'Blind Spot Monitor', 'Bluetooth Technology', 'Heated Steering Wheel', 'Smart Key', 'Overhead Airbags', 'Ultimate Package', 'Parking Sensors', 'Automatic Transmission', 'SiriusXM Trial Available', 'Premium Sound', 'Sunroof(s)']",White,Mid-size,"['Crossovers', 'Sport Utilities']"
2636,21402372,2019,Nissan,Altima,4D Sedan,SV,"['Power Locks', 'Sunroof(s)', 'Power Windows', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Automatic Transmission', 'Automated Cruise Control', 'Air Conditioning', 'Satellite Radio Ready', 'Traction Control', 'Blind Spot Monitor', 'Overhead Airbags', '4WD/AWD', 'Alloy Wheels', 'Smart Key', 'Front Seat Heaters', 'Rear Defroster', 'Side Airbags', 'Parking Sensors', 'Remote Start', 'Heated Steering Wheel', 'Bluetooth Technology', 'Power Mirrors', 'Power Seat(s)', 'Cloth Seats', 'ABS Brakes', 'Apple CarPlay', 'Lane Departure Warning', 'Android Auto', 'Rear View Camera', 'SiriusXM Trial Available']",Gray,Mid-size,['Sedans']
2637,21254548,2018,Mercedes-Benz,C300,4D Sedan,,"['Power Locks', 'Power Windows', 'Panoramic Sunroof', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Automated Cruise Control', 'Rear Defroster', 'Automatic Transmission', 'ABS Brakes', 'Turbo Charged Engine', 'Memory Seat(s)', 'Driver Assistance Package', 'Premium Package', 'Leatherette Seats', 'Air Conditioning', 'Front Seat Heaters', 'Run Flat Tires', 'Power Mirrors', 'Alloy Wheels', 'Rear View Camera', 'A/C Seat(s)', 'Satellite Radio Ready', 'Navigation System', 'Side Airbags', 'Smart Key', 'Traction Control', 'CD Audio', 'Rear Spoiler', 'Overhead Airbags', 'Lane Departure Warning', 'Power Seat(s)', 'Bluetooth Technology', 'Blind Spot Monitor', 'SiriusXM Trial Available', 'Sunroof(s)']",White,Mid-size,"['Luxury Vehicles', 'Sedans']"
2638,21470820,2021,Ford,Bronco Sport,4D Sport Utility,Big Bend,"['Power Windows', 'ABS Brakes', 'Automatic Transmission', 'Auxiliary Audio Input', '4WD/AWD', 'Rear Defroster', 'AM/FM Stereo', 'Traction Control', 'Air Conditioning', 'Turbo Charged Engine', 'Side Airbags', 'Overhead Airbags', 'Sunroof(s)', 'Navigation System', 'Rear View Camera', 'Lane Departure Warning', 'Bluetooth Technology', 'Alloy Wheels', 'Cruise Control', 'Power Mirrors', 'Sync System', 'Smart Key', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Cloth Seats', 'Power Locks', 'Tow Hitch', 'Satellite Radio Ready', 'SiriusXM Trial Available']",Black,,['Sport Utilities']
2639,21426979,2020,Buick,Enclave,4D Sport Utility,Preferred,"['Power Windows', 'Power Locks', 'Smart Key', 'Parking Sensors', 'Bluetooth Technology', 'Alloy Wheels', 'Automatic Transmission', 'ABS Brakes', 'Traction Control', 'Remote Start', 'Cruise Control', 'Apple CarPlay', 'Side Airbags', 'Rear Air Conditioning', 'Third Row Seat', 'Power Mirrors', 'AM/FM Stereo', 'Rear Defroster', 'Front Seat Heaters', 'Cloth Seats', 'Quad Seats', 'Air Conditioning', 'Overhead Airbags', 'Auxiliary Audio Input', 'Power Seat(s)', 'Fold-Away Third Row', 'Android Auto', 'Rear View Camera', 'Power Hatch/Deck Lid']",Blue,Mid-size,"['Crossovers', 'Luxury Vehicles', 'Sport Utilities']"
2640,21550130,2017,Ford,Fusion,4D Sedan,S,"['AM/FM Stereo', 'Power Locks', 'Power Windows', 'Auxiliary Audio Input', 'Air Conditioning', 'Automatic Transmission', 'Alloy Wheels', 'Rear Defroster', 'Power Mirrors', 'Side Airbags', 'Cloth Seats', 'CD Audio', 'Overhead Airbags', 'ABS Brakes', 'Bluetooth Technology', 'Rear Spoiler', 'Sync System', 'Rear View Camera', 'Traction Control', 'Cruise Control']",Gray,Mid-size,['Sedans']
2641,21399914,2018,Lexus,GS 350,4D Sedan,,"['Sunroof(s)', 'AM/FM Stereo', 'Air Conditioning', 'ABS Brakes', 'Memory Seat(s)', 'Power Seat(s)', 'Bluetooth Technology', 'Power Windows', 'A/C Seat(s)', 'Traction Control', 'Automatic Transmission', 'Power Locks', 'Power Mirrors', 'Overhead Airbags', 'Automated Cruise Control', 'Rear Defroster', 'Lane Departure Warning', 'Navigation System', 'Leather Seats', 'Side Airbags', 'Satellite Radio Ready', 'Rear View Camera', 'Blind Spot Monitor', 'Smart Key', 'Auxiliary Audio Input', 'Power Hatch/Deck Lid', 'Alloy Wheels', 'SiriusXM Trial Available', 'Front Seat Heaters']",White,Mid-size,"['Luxury Vehicles', 'Sedans']"
2642,21267929,2021,Honda,Civic,4D Hatchback,EX,"['Power Locks', 'Rear Defroster', 'AM/FM Stereo', 'Cloth Seats', 'Front Seat Heaters', 'Traction Control', 'Automated Cruise Control', 'Side Airbags', 'Air Conditioning', 'Sunroof(s)', 'Overhead Airbags', 'Satellite Radio Ready', 'Smart Key', 'Power Mirrors', 'Automatic Transmission', 'Android Auto', 'Rear View Camera', 'Bluetooth Technology', 'Apple CarPlay', 'Lane Departure Warning', 'Turbo Charged Engine', 'Power Windows', 'Auxiliary Audio Input', 'Alloy Wheels', 'ABS Brakes']",Black,Compact,['Sedans']
2643,20958121,2018,Hyundai,Santa Fe Sport,4D Sport Utility,,"['Cruise Control', 'Traction Control', 'Power Mirrors', 'Alloy Wheels', '4WD/AWD', 'Power Locks', 'Auxiliary Audio Input', 'Rear Defroster', 'CD Audio', 'AM/FM Stereo', 'Bluetooth Technology', 'Power Windows', 'Rear View Camera', 'Cloth Seats', 'Automatic Transmission', 'Air Conditioning', 'Overhead Airbags', 'ABS Brakes', 'Side Airbags']",White,Mid-size,"['Crossovers', 'Sport Utilities']"
2644,21695745,2017,Lexus,RX 350,4D Sport Utility,F-Sport,"['Power Locks', 'Sunroof(s)', 'Auxiliary Audio Input', 'Power Windows', 'Front Seat Heaters', 'Leather Seats', 'ABS Brakes', 'Heated Steering Wheel', 'Bluetooth Technology', 'Traction Control', 'Power Mirrors', 'Side Airbags', 'Rear View Camera', 'Automated Cruise Control', 'Parking Sensors', '20 Inch Plus Wheels', 'Blind Spot Monitor', 'Premium Package', 'Air Conditioning', '4WD/AWD', 'Power Hatch/Deck Lid', 'Smart Key', 'Overhead Airbags', 'Rear Defroster', 'AM/FM Stereo', 'Alloy Wheels', 'Automatic Transmission', 'CD Audio', 'Satellite Radio Ready', 'Memory Seat(s)', 'A/C Seat(s)', 'Navigation System', 'Power Seat(s)', 'Lane Departure Warning', 'SiriusXM Trial Available']",Black,Mid-size,"['Crossovers', 'Luxury Vehicles', 'Sport Utilities']"
